Video_index,Video_name,Video_category,Start_times,End_times,Action_labels,Nouns
2093,OP04-R06-GreekSalad-147030-147680,OP04-R06-GreekSalad,147030,147680,5,eating_utensil
2094,OP04-R06-GreekSalad-149840-151520,OP04-R06-GreekSalad,149840,151520,4,onion
2095,OP04-R06-GreekSalad-152490-160870,OP04-R06-GreekSalad,152490,160870,4,onion
2096,OP04-R06-GreekSalad-161790-169070,OP04-R06-GreekSalad,161790,169070,4,onion
2097,OP04-R06-GreekSalad-169230-169780,OP04-R06-GreekSalad,169230,169780,5,plate
2098,OP04-R06-GreekSalad-169790-170330,OP04-R06-GreekSalad,169790,170330,5,eating_utensil
2099,OP04-R06-GreekSalad-172490-177880,OP04-R06-GreekSalad,172490,177880,1,recipe
2100,OP04-R06-GreekSalad-179480-180610,OP04-R06-GreekSalad,179480,180610,2,fridge
2101,OP04-R06-GreekSalad-180670-186050,OP04-R06-GreekSalad,180670,186050,3,cucumber_container
2102,OP04-R06-GreekSalad-186110-192870,OP04-R06-GreekSalad,186110,192870,3,cucumber
2103,OP04-R06-GreekSalad-193550-195570,OP04-R06-GreekSalad,193550,195570,5,grocery_bag
2104,OP04-R06-GreekSalad-199545-221125,OP04-R06-GreekSalad,199545,221125,4,cucumber
2105,OP04-R06-GreekSalad-221300-226350,OP04-R06-GreekSalad,221300,226350,10,"cucumber,plate,bowl"
2106,OP04-R06-GreekSalad-231690-233020,OP04-R06-GreekSalad,231690,233020,2,fridge
2107,OP04-R06-GreekSalad-234230-234960,OP04-R06-GreekSalad,234230,234960,3,condiment_container
2108,OP04-R06-GreekSalad-235440-238310,OP04-R06-GreekSalad,235440,238310,2,condiment_container
2109,OP04-R06-GreekSalad-238540-242430,OP04-R06-GreekSalad,238540,242430,9,"condiment,condiment_container,salad"
2110,OP04-R06-GreekSalad-243400-246240,OP04-R06-GreekSalad,243400,246240,6,condiment_container
2111,OP04-R06-GreekSalad-247215-248065,OP04-R06-GreekSalad,247215,248065,5,condiment_container
2112,OP04-R06-GreekSalad-250515-251305,OP04-R06-GreekSalad,250515,251305,3,condiment_container
2113,OP04-R06-GreekSalad-251365-254295,OP04-R06-GreekSalad,251365,254295,2,oil_container
2114,OP04-R06-GreekSalad-254535-256805,OP04-R06-GreekSalad,254535,256805,9,"condiment,condiment_container,salad"
2115,OP04-R06-GreekSalad-257230-259790,OP04-R06-GreekSalad,257230,259790,6,oil_container
2116,OP04-R06-GreekSalad-262605-263925,OP04-R06-GreekSalad,262605,263925,2,fridge
2117,OP04-R06-GreekSalad-263980-264680,OP04-R06-GreekSalad,263980,264680,3,cheese_container
2118,OP04-R06-GreekSalad-264685-265525,OP04-R06-GreekSalad,264685,265525,1,cheese_container
2119,OP04-R06-GreekSalad-266560-267450,OP04-R06-GreekSalad,266560,267450,2,cheese_container
2120,OP04-R06-GreekSalad-267480-268010,OP04-R06-GreekSalad,267480,268010,5,lid
2121,OP04-R06-GreekSalad-268010-268770,OP04-R06-GreekSalad,268010,268770,5,condiment_container
2122,OP04-R06-GreekSalad-268785-280875,OP04-R06-GreekSalad,268785,280875,10,"cheese,cheese_container,bowl"
2123,OP04-R06-GreekSalad-282270-282870,OP04-R06-GreekSalad,282270,282870,6,cheese_container
2124,OP04-R06-GreekSalad-283005-284535,OP04-R06-GreekSalad,283005,284535,6,cheese_container
2125,OP04-R06-GreekSalad-285975-287095,OP04-R06-GreekSalad,285975,287095,2,drawer
2126,OP04-R06-GreekSalad-287100-288210,OP04-R06-GreekSalad,287100,288210,5,cheese_container
2127,OP04-R06-GreekSalad-288250-288980,OP04-R06-GreekSalad,288250,288980,2,fridge
2128,OP04-R06-GreekSalad-288980-289780,OP04-R06-GreekSalad,288980,289780,2,fridge
2129,OP04-R06-GreekSalad-291555-292505,OP04-R06-GreekSalad,291555,292505,3,condiment_container
2130,OP04-R06-GreekSalad-293110-294260,OP04-R06-GreekSalad,293110,294260,3,condiment_container
2131,OP04-R06-GreekSalad-294480-295410,OP04-R06-GreekSalad,294480,295410,2,condiment_container
2132,OP04-R06-GreekSalad-295900-297070,OP04-R06-GreekSalad,295900,297070,9,"condiment,condiment_container,salad"
2133,OP04-R06-GreekSalad-297210-298390,OP04-R06-GreekSalad,297210,298390,6,condiment_container
2134,OP04-R06-GreekSalad-299155-300095,OP04-R06-GreekSalad,299155,300095,2,fridge
2135,OP04-R06-GreekSalad-300090-300980,OP04-R06-GreekSalad,300090,300980,5,condiment_container
2136,OP04-R06-GreekSalad-304890-305880,OP04-R06-GreekSalad,304890,305880,3,condiment_container
2137,OP04-R06-GreekSalad-306070-306685,OP04-R06-GreekSalad,306070,306685,7,condiment_container
2138,OP04-R06-GreekSalad-306685-308975,OP04-R06-GreekSalad,306685,308975,2,condiment_container
2139,OP04-R06-GreekSalad-309335-310055,OP04-R06-GreekSalad,309335,310055,9,"condiment,condiment_container,salad"
2140,OP04-R06-GreekSalad-310430-311200,OP04-R06-GreekSalad,310430,311200,9,"condiment,condiment_container,salad"
2141,OP04-R06-GreekSalad-311740-315260,OP04-R06-GreekSalad,311740,315260,6,condiment_container
2142,OP04-R06-GreekSalad-315495-316625,OP04-R06-GreekSalad,315495,316625,2,recipe
2143,OP04-R06-GreekSalad-316625-317245,OP04-R06-GreekSalad,316625,317245,5,condiment_container
2144,OP04-R06-GreekSalad-317210-318210,OP04-R06-GreekSalad,317210,318210,6,fridge
2145,OP04-R06-GreekSalad-318700-319400,OP04-R06-GreekSalad,318700,319400,3,bowl
2146,OP04-R06-GreekSalad-321485-322485,OP04-R06-GreekSalad,321485,322485,5,bowl
2147,OP04-R06-GreekSalad-324100-325000,OP04-R06-GreekSalad,324100,325000,0,faucet
2148,OP04-R06-GreekSalad-324725-327575,OP04-R06-GreekSalad,324725,327575,0,hand
2149,OP04-R06-GreekSalad-329025-330980,OP04-R06-GreekSalad,329025,330980,1,recipe
2150,OP04-R07-Pizza-44490-45780,OP04-R07-Pizza,44490,45780,2,fridge
2151,OP04-R07-Pizza-46520-53290,OP04-R07-Pizza,46520,53290,3,pizza_crust
2152,OP04-R07-Pizza-54940-56160,OP04-R07-Pizza,54940,56160,5,pizza_crust_container
2153,OP04-R07-Pizza-56250-57630,OP04-R07-Pizza,56250,57630,3,pizza_crust
2154,OP04-R07-Pizza-57640-58590,OP04-R07-Pizza,57640,58590,3,pizza
2155,OP04-R07-Pizza-66930-68563,OP04-R07-Pizza,66930,68563,2,fridge_drawer
2156,OP04-R07-Pizza-69361-71336,OP04-R07-Pizza,69361,71336,3,cheese_container
2157,OP04-R07-Pizza-71503-72673,OP04-R07-Pizza,71503,72673,3,mozzarella_container
2158,OP04-R07-Pizza-74178-77738,OP04-R07-Pizza,74178,77738,2,cheese_container
2159,OP04-R07-Pizza-79690-100400,OP04-R07-Pizza,79690,100400,10,"cheese,grocery_bag,pizza"
2160,OP04-R07-Pizza-100210-102060,OP04-R07-Pizza,100210,102060,1,cheese_container
2161,OP04-R07-Pizza-102950-105310,OP04-R07-Pizza,102950,105310,5,cheese_container
2162,OP04-R07-Pizza-104555-105475,OP04-R07-Pizza,104555,105475,6,drawer
2163,OP04-R07-Pizza-105610-106610,OP04-R07-Pizza,105610,106610,6,drawer
2164,OP04-R07-Pizza-109740-111290,OP04-R07-Pizza,109740,111290,3,sausage_container
2165,OP04-R07-Pizza-111165-113127,OP04-R07-Pizza,111165,113127,3,sausage_container
2166,OP04-R07-Pizza-112611-114168,OP04-R07-Pizza,112611,114168,6,drawer
2167,OP04-R07-Pizza-115894-117903,OP04-R07-Pizza,115894,117903,7,pizza_crust
2168,OP04-R07-Pizza-119833-121958,OP04-R07-Pizza,119833,121958,10,"plate,plate,counter"
2169,OP04-R07-Pizza-121540-123596,OP04-R07-Pizza,121540,123596,5,plate
2170,OP04-R07-Pizza-124124-128400,OP04-R07-Pizza,124124,128400,2,sausage_container
2171,OP04-R07-Pizza-128477-129617,OP04-R07-Pizza,128477,129617,10,"sausage,sausage_container,plate"
2172,OP04-R07-Pizza-133504-134709,OP04-R07-Pizza,133504,134709,3,eating_utensil
2173,OP04-R07-Pizza-136470-140630,OP04-R07-Pizza,136470,140630,1,recipe
2174,OP04-R07-Pizza-193070-205270,OP04-R07-Pizza,193070,205270,5,sausage
2175,OP04-R07-Pizza-206520-207620,OP04-R07-Pizza,206520,207620,3,sausage_container
2176,OP04-R07-Pizza-208455-210374,OP04-R07-Pizza,208455,210374,2,fridge
2177,OP04-R07-Pizza-211248-212098,OP04-R07-Pizza,211248,212098,2,fridge
2178,OP04-R07-Pizza-212368-213328,OP04-R07-Pizza,212368,213328,3,bell_pepper
2179,OP04-R07-Pizza-213563-214813,OP04-R07-Pizza,213563,214813,3,bell_pepper
2180,OP04-R07-Pizza-216343-218573,OP04-R07-Pizza,216343,218573,4,bell_pepper
2181,OP04-R07-Pizza-255030-267430,OP04-R07-Pizza,255030,267430,10,"bell_pepper,plate,pizza"
2182,OP04-R07-Pizza-268070-269544,OP04-R07-Pizza,268070,269544,3,bell_pepper
2183,OP04-R07-Pizza-271776-272976,OP04-R07-Pizza,271776,272976,5,bell_pepper
2184,OP04-R07-Pizza-272571-273433,OP04-R07-Pizza,272571,273433,5,bell_pepper
2185,OP04-R07-Pizza-276739-280359,OP04-R07-Pizza,276739,280359,1,recipe
2186,OP04-R07-Pizza-284634-286260,OP04-R07-Pizza,284634,286260,0,stove
2187,OP04-R07-Pizza-291882-293583,OP04-R07-Pizza,291882,293583,3,oil_container
2188,OP04-R07-Pizza-295337-299327,OP04-R07-Pizza,295337,299327,2,oil_container
2189,OP04-R07-Pizza-300497-303480,OP04-R07-Pizza,300497,303480,9,"oil,oil_container,pan"
2190,OP04-R07-Pizza-303493-307663,OP04-R07-Pizza,303493,307663,6,oil_container
2191,OP04-R07-Pizza-310032-311581,OP04-R07-Pizza,310032,311581,2,fridge
2192,OP04-R07-Pizza-312041-313713,OP04-R07-Pizza,312041,313713,3,mushroom_container
2193,OP04-R07-Pizza-313432-314833,OP04-R07-Pizza,313432,314833,1,mushroom_container
2194,OP04-R07-Pizza-316277-317437,OP04-R07-Pizza,316277,317437,10,"mushroom,mushroom_container,plate"
2195,OP04-R07-Pizza-317426-318416,OP04-R07-Pizza,317426,318416,5,mushroom
2196,OP04-R07-Pizza-319046-335339,OP04-R07-Pizza,319046,335339,4,mushroom
2197,OP04-R07-Pizza-335530-338110,OP04-R07-Pizza,335530,338110,3,mushroom
2198,OP04-R07-Pizza-338205-359418,OP04-R07-Pizza,338205,359418,4,mushroom
2199,OP04-R07-Pizza-359386-360461,OP04-R07-Pizza,359386,360461,5,plate
2200,OP04-R07-Pizza-360455-361380,OP04-R07-Pizza,360455,361380,5,plate
2201,OP04-R07-Pizza-362654-364238,OP04-R07-Pizza,362654,364238,7,pan
2202,OP04-R07-Pizza-366215-367004,OP04-R07-Pizza,366215,367004,10,"mushroom,plate,pan"
2203,OP04-R07-Pizza-367518-370109,OP04-R07-Pizza,367518,370109,10,"mushroom,plate,pan"
2204,OP04-R07-Pizza-370345-371657,OP04-R07-Pizza,370345,371657,5,mushrooms
2205,OP04-R07-Pizza-373232-374307,OP04-R07-Pizza,373232,374307,5,mushroom
2206,OP04-R07-Pizza-377935-378988,OP04-R07-Pizza,377935,378988,3,cooking_utensil
2207,OP04-R07-Pizza-379646-415539,OP04-R07-Pizza,379646,415539,7,"mushroom,eating_utensil"
2208,OP04-R07-Pizza-418332-447806,OP04-R07-Pizza,418332,447806,7,"mushroom,eating_utensil"
2209,OP04-R07-Pizza-450494-461086,OP04-R07-Pizza,450494,461086,10,"mushroom,pan,pizza_crust"
2210,OP04-R07-Pizza-463719-464450,OP04-R07-Pizza,463719,464450,5,pan
2211,OP04-R07-Pizza-466751-467730,OP04-R07-Pizza,466751,467730,5,eating_utensil
2212,OP04-R07-Pizza-467740-468439,OP04-R07-Pizza,467740,468439,5,plate
2213,OP04-R07-Pizza-468471-469374,OP04-R07-Pizza,468471,469374,5,plate
2214,OP04-R07-Pizza-470218-471234,OP04-R07-Pizza,470218,471234,3,mushroom_container
2215,OP04-R07-Pizza-472495-474204,OP04-R07-Pizza,472495,474204,5,mushroom_container
2216,OP04-R07-Pizza-473967-475043,OP04-R07-Pizza,473967,475043,5,mushroom_container
2217,OP04-R07-Pizza-479225-480741,OP04-R07-Pizza,479225,480741,5,tortilla
2218,OP04-R07-Pizza-484380-487977,OP04-R07-Pizza,484380,487977,1,recipe
2219,OP04-R07-Pizza-498107-500032,OP04-R07-Pizza,498107,500032,1,fridge
2220,OP04-R07-Pizza-500074-501203,OP04-R07-Pizza,500074,501203,2,fridge
2221,OP04-R07-Pizza-501246-502547,OP04-R07-Pizza,501246,502547,2,fridge
2222,OP04-R07-Pizza-502579-503697,OP04-R07-Pizza,502579,503697,2,fridge
2223,OP04-R07-Pizza-503735-505487,OP04-R07-Pizza,503735,505487,2,fridge
2224,OP04-R07-Pizza-506713-507874,OP04-R07-Pizza,506713,507874,3,condiment_container
2225,OP04-R07-Pizza-510513-512901,OP04-R07-Pizza,510513,512901,2,condiment_container
2226,OP04-R07-Pizza-513035-523558,OP04-R07-Pizza,513035,523558,0,"condiment,pizza"
2227,OP04-R07-Pizza-525231-526920,OP04-R07-Pizza,525231,526920,5,condiment_container
2228,OP04-R07-Pizza-526661-527801,OP04-R07-Pizza,526661,527801,5,condiment_container
2229,OP04-R07-Pizza-530290-532967,OP04-R07-Pizza,530290,532967,1,recipe
2230,OP04-R07-Pizza-546106-547235,OP04-R07-Pizza,546106,547235,0,stove
2231,OP04-R07-Pizza-583070-585038,OP04-R07-Pizza,583070,585038,2,dishwasher
2232,OP04-R07-Pizza-586651-588674,OP04-R07-Pizza,586651,588674,3,pizza
2233,OP04-R07-Pizza-588968-593287,OP04-R07-Pizza,588968,593287,5,pizza
2234,OP04-R07-Pizza-593702-595810,OP04-R07-Pizza,593702,595810,6,oven
2235,OP05-R03-BaconAndEggs-26760-34480,OP05-R03-BaconAndEggs,26760,34480,0,stove
2236,OP05-R03-BaconAndEggs-38930-42480,OP05-R03-BaconAndEggs,38930,42480,2,fridge
2237,OP05-R03-BaconAndEggs-43520-45590,OP05-R03-BaconAndEggs,43520,45590,3,egg_container
2238,OP05-R03-BaconAndEggs-46750-50970,OP05-R03-BaconAndEggs,46750,50970,2,egg_container
2239,OP05-R03-BaconAndEggs-50880-51690,OP05-R03-BaconAndEggs,50880,51690,3,egg
2240,OP05-R03-BaconAndEggs-51615-55250,OP05-R03-BaconAndEggs,51615,55250,3,egg
2241,OP05-R03-BaconAndEggs-55340-57990,OP05-R03-BaconAndEggs,55340,57990,5,egg_container
2242,OP05-R03-BaconAndEggs-56595-58365,OP05-R03-BaconAndEggs,56595,58365,5,egg_container
2243,OP05-R03-BaconAndEggs-58300-60730,OP05-R03-BaconAndEggs,58300,60730,6,egg_container
2244,OP05-R03-BaconAndEggs-62290-67540,OP05-R03-BaconAndEggs,62290,67540,6,fridge
2245,OP05-R03-BaconAndEggs-69190-70270,OP05-R03-BaconAndEggs,69190,70270,5,bowl
2246,OP05-R03-BaconAndEggs-72090-74050,OP05-R03-BaconAndEggs,72090,74050,5,egg
2247,OP05-R03-BaconAndEggs-84210-85160,OP05-R03-BaconAndEggs,84210,85160,3,egg
2248,OP05-R03-BaconAndEggs-85165-91245,OP05-R03-BaconAndEggs,85165,91245,0,egg
2249,OP05-R03-BaconAndEggs-95230-96900,OP05-R03-BaconAndEggs,95230,96900,5,unknown
2250,OP05-R03-BaconAndEggs-99060-101560,OP05-R03-BaconAndEggs,99060,101560,2,milk_container
2251,OP05-R03-BaconAndEggs-102505-103405,OP05-R03-BaconAndEggs,102505,103405,3,bowl
2252,OP05-R03-BaconAndEggs-103590-106330,OP05-R03-BaconAndEggs,103590,106330,9,"milk,milk_container,bowl"
2253,OP05-R03-BaconAndEggs-107405-108225,OP05-R03-BaconAndEggs,107405,108225,5,milk_container
2254,OP05-R03-BaconAndEggs-108650-110680,OP05-R03-BaconAndEggs,108650,110680,6,milk_container
2255,OP05-R03-BaconAndEggs-111920-114020,OP05-R03-BaconAndEggs,111920,114020,2,seasoning_container
2256,OP05-R03-BaconAndEggs-114850-116270,OP05-R03-BaconAndEggs,114850,116270,9,"seasoning,seasoning_container,egg_mixture"
2257,OP05-R03-BaconAndEggs-116995-117890,OP05-R03-BaconAndEggs,116995,117890,6,seasoning_container
2258,OP05-R03-BaconAndEggs-118370-157410,OP05-R03-BaconAndEggs,118370,157410,0,"mixture,eating_utensil"
2259,OP05-R03-BaconAndEggs-171000-173110,OP05-R03-BaconAndEggs,171000,173110,7,condiment_container
2260,OP05-R03-BaconAndEggs-177803-181813,OP05-R03-BaconAndEggs,177803,181813,2,cabinet
2261,OP05-R03-BaconAndEggs-186643-189723,OP05-R03-BaconAndEggs,186643,189723,2,cabinet
2262,OP05-R03-BaconAndEggs-192320-195260,OP05-R03-BaconAndEggs,192320,195260,6,cabinet
2263,OP05-R03-BaconAndEggs-198160-199980,OP05-R03-BaconAndEggs,198160,199980,2,oil_container
2264,OP05-R03-BaconAndEggs-201015-205305,OP05-R03-BaconAndEggs,201015,205305,9,"oil,oil_container,pan"
2265,OP05-R03-BaconAndEggs-208275-209285,OP05-R03-BaconAndEggs,208275,209285,5,oil_container
2266,OP05-R03-BaconAndEggs-209925-211545,OP05-R03-BaconAndEggs,209925,211545,0,"mixture,eating_utensil"
2267,OP05-R03-BaconAndEggs-209980-226920,OP05-R03-BaconAndEggs,209980,226920,0,"mixture,eating_utensil"
2268,OP05-R03-BaconAndEggs-227270-229210,OP05-R03-BaconAndEggs,227270,229210,9,"egg,bowl,pan"
2269,OP05-R03-BaconAndEggs-229225-235575,OP05-R03-BaconAndEggs,229225,235575,9,"egg,bowl,pan"
2270,OP05-R03-BaconAndEggs-236890-238260,OP05-R03-BaconAndEggs,236890,238260,5,bowl
2271,OP05-R03-BaconAndEggs-245830-246790,OP05-R03-BaconAndEggs,245830,246790,3,milk_container
2272,OP05-R03-BaconAndEggs-247805-250415,OP05-R03-BaconAndEggs,247805,250415,5,milk_container
2273,OP05-R03-BaconAndEggs-250045-251445,OP05-R03-BaconAndEggs,250045,251445,5,milk_container
2274,OP05-R03-BaconAndEggs-251570-253740,OP05-R03-BaconAndEggs,251570,253740,6,fridge
2275,OP05-R03-BaconAndEggs-284570-317780,OP05-R03-BaconAndEggs,284570,317780,0,egg
2276,OP05-R03-BaconAndEggs-317780-340040,OP05-R03-BaconAndEggs,317780,340040,7,"egg,cooking_utensil"
2277,OP05-R03-BaconAndEggs-340255-341845,OP05-R03-BaconAndEggs,340255,341845,0,"egg,cooking_utensil"
2278,OP05-R03-BaconAndEggs-346410-349200,OP05-R03-BaconAndEggs,346410,349200,2,cabinet
2279,OP05-R03-BaconAndEggs-352980-354970,OP05-R03-BaconAndEggs,352980,354970,3,cup
2280,OP05-R03-BaconAndEggs-355030-359230,OP05-R03-BaconAndEggs,355030,359230,3,cup
2281,OP05-R03-BaconAndEggs-362370-363560,OP05-R03-BaconAndEggs,362370,363560,5,cup
2282,OP05-R03-BaconAndEggs-363810-366360,OP05-R03-BaconAndEggs,363810,366360,2,fridge
2283,OP05-R03-BaconAndEggs-366750-368110,OP05-R03-BaconAndEggs,366750,368110,3,juice_container
2284,OP05-R03-BaconAndEggs-368215-371145,OP05-R03-BaconAndEggs,368215,371145,6,fridge
2285,OP05-R03-BaconAndEggs-375695-380295,OP05-R03-BaconAndEggs,375695,380295,9,"juice,juice_container,cup"
2286,OP05-R03-BaconAndEggs-388275-389375,OP05-R03-BaconAndEggs,388275,389375,2,fridge
2287,OP05-R03-BaconAndEggs-389630-391090,OP05-R03-BaconAndEggs,389630,391090,5,juice_container
2288,OP05-R03-BaconAndEggs-398760-400230,OP05-R03-BaconAndEggs,398760,400230,3,plate
2289,OP05-R03-BaconAndEggs-405130-407400,OP05-R03-BaconAndEggs,405130,407400,7,egg
2290,OP05-R03-BaconAndEggs-407770-419730,OP05-R03-BaconAndEggs,407770,419730,10,"egg,pan,plate"
2291,OP05-R03-BaconAndEggs-429110-433430,OP05-R03-BaconAndEggs,429110,433430,10,"cooking_utensil,pan,plate"
2292,OP05-R03-BaconAndEggs-435160-436200,OP05-R03-BaconAndEggs,435160,436200,5,cooking_utensil
2293,OP05-R03-BaconAndEggs-447000-449530,OP05-R03-BaconAndEggs,447000,449530,9,"oil,oil_container,pan"
2294,OP05-R03-BaconAndEggs-450090-450840,OP05-R03-BaconAndEggs,450090,450840,6,oil_container
2295,OP05-R03-BaconAndEggs-452570-453830,OP05-R03-BaconAndEggs,452570,453830,5,oil_container
2296,OP05-R03-BaconAndEggs-455320-458740,OP05-R03-BaconAndEggs,455320,458740,2,fridge_drawer
2297,OP05-R03-BaconAndEggs-459910-461530,OP05-R03-BaconAndEggs,459910,461530,3,bacon_container
2298,OP05-R03-BaconAndEggs-461740-463350,OP05-R03-BaconAndEggs,461740,463350,3,bacon_container
2299,OP05-R03-BaconAndEggs-469330-470500,OP05-R03-BaconAndEggs,469330,470500,3,bacon_container
2300,OP05-R03-BaconAndEggs-478990-480110,OP05-R03-BaconAndEggs,478990,480110,2,bacon_container
2301,OP05-R03-BaconAndEggs-480380-485970,OP05-R03-BaconAndEggs,480380,485970,8,bacon
2302,OP05-R03-BaconAndEggs-488890-489890,OP05-R03-BaconAndEggs,488890,489890,3,plate
2303,OP05-R03-BaconAndEggs-490360-491220,OP05-R03-BaconAndEggs,490360,491220,5,plate
2304,OP05-R03-BaconAndEggs-491910-496950,OP05-R03-BaconAndEggs,491910,496950,10,"bacon,bacon_container,plate"
2305,OP05-R03-BaconAndEggs-497770-498530,OP05-R03-BaconAndEggs,497770,498530,5,bacon_container
2306,OP05-R03-BaconAndEggs-499150-507110,OP05-R03-BaconAndEggs,499150,507110,4,bacon
2307,OP05-R03-BaconAndEggs-507300-509610,OP05-R03-BaconAndEggs,507300,509610,3,bacon
2308,OP05-R03-BaconAndEggs-510460-511200,OP05-R03-BaconAndEggs,510460,511200,5,bacon
2309,OP05-R03-BaconAndEggs-512930-514460,OP05-R03-BaconAndEggs,512930,514460,10,"bacon,plate,pan"
2310,OP05-R03-BaconAndEggs-514700-515830,OP05-R03-BaconAndEggs,514700,515830,5,bacon
2311,OP05-R03-BaconAndEggs-526270-528810,OP05-R03-BaconAndEggs,526270,528810,2,fridge
2312,OP05-R03-BaconAndEggs-530240-531750,OP05-R03-BaconAndEggs,530240,531750,3,bread_container
2313,OP05-R03-BaconAndEggs-538790-539920,OP05-R03-BaconAndEggs,538790,539920,3,bacon_container
2314,OP05-R03-BaconAndEggs-540860-542220,OP05-R03-BaconAndEggs,540860,542220,2,fridge
2315,OP05-R03-BaconAndEggs-542270-543210,OP05-R03-BaconAndEggs,542270,543210,5,bacon_container
2316,OP05-R03-BaconAndEggs-544830-545950,OP05-R03-BaconAndEggs,544830,545950,3,condiment_container
2317,OP05-R03-BaconAndEggs-550630-551340,OP05-R03-BaconAndEggs,550630,551340,3,cooking_utensil
2318,OP05-R03-BaconAndEggs-551540-552470,OP05-R03-BaconAndEggs,551540,552470,7,bacon
2319,OP05-R03-BaconAndEggs-552480-559440,OP05-R03-BaconAndEggs,552480,559440,7,bacon
2320,OP05-R03-BaconAndEggs-560100-561320,OP05-R03-BaconAndEggs,560100,561320,5,cooking_utensil
2321,OP05-R03-BaconAndEggs-562750-564460,OP05-R03-BaconAndEggs,562750,564460,7,bacon
2322,OP05-R03-BaconAndEggs-568440-569600,OP05-R03-BaconAndEggs,568440,569600,5,cooking_utensil
2323,OP05-R03-BaconAndEggs-574980-576060,OP05-R03-BaconAndEggs,574980,576060,3,eating_utensil
2324,OP05-R03-BaconAndEggs-578850-582890,OP05-R03-BaconAndEggs,578850,582890,2,bread_container
2325,OP05-R03-BaconAndEggs-582960-586600,OP05-R03-BaconAndEggs,582960,586600,3,bread
2326,OP05-R03-BaconAndEggs-587760-602910,OP05-R03-BaconAndEggs,587760,602910,4,bread
2327,OP05-R03-BaconAndEggs-605980-606830,OP05-R03-BaconAndEggs,605980,606830,5,eating_utensil
2328,OP05-R03-BaconAndEggs-607620-610070,OP05-R03-BaconAndEggs,607620,610070,2,condiment_container
2329,OP05-R03-BaconAndEggs-610510-632170,OP05-R03-BaconAndEggs,610510,632170,0,"condiment,bread,eating_utensil"
2330,OP05-R03-BaconAndEggs-632450-633090,OP05-R03-BaconAndEggs,632450,633090,5,bread
2331,OP05-R03-BaconAndEggs-633260-655480,OP05-R03-BaconAndEggs,633260,655480,0,"condiment,bread,eating_utensil"
2332,OP05-R03-BaconAndEggs-655560-658710,OP05-R03-BaconAndEggs,655560,658710,5,bread
2333,OP05-R03-BaconAndEggs-660600-661840,OP05-R03-BaconAndEggs,660600,661840,3,seasoning_container
2334,OP05-R03-BaconAndEggs-661850-664000,OP05-R03-BaconAndEggs,661850,664000,5,seasoning_container
2335,OP05-R03-BaconAndEggs-667700-669050,OP05-R03-BaconAndEggs,667700,669050,2,fridge
2336,OP05-R03-BaconAndEggs-669070-669940,OP05-R03-BaconAndEggs,669070,669940,5,condiment_container
2337,OP05-R03-BaconAndEggs-674640-678830,OP05-R03-BaconAndEggs,674640,678830,7,bacon
2338,OP05-R03-BaconAndEggs-679570-680580,OP05-R03-BaconAndEggs,679570,680580,5,cooking_utensil
2339,OP05-R07-Pizza-28440-31220,OP05-R07-Pizza,28440,31220,2,fridge
2340,OP05-R07-Pizza-31280-32340,OP05-R07-Pizza,31280,32340,3,pizza_crust_container
2341,OP05-R07-Pizza-32665-34895,OP05-R07-Pizza,32665,34895,3,piazza_crust
2342,OP05-R07-Pizza-34955-37265,OP05-R07-Pizza,34955,37265,3,tortilla
2343,OP05-R07-Pizza-38955-42925,OP05-R07-Pizza,38955,42925,6,fridge
2344,OP05-R07-Pizza-44625-46025,OP05-R07-Pizza,44625,46025,5,tortilla
2345,OP05-R07-Pizza-47710-48820,OP05-R07-Pizza,47710,48820,5,"trash,trash_container"
2346,OP05-R07-Pizza-52593-54573,OP05-R07-Pizza,52593,54573,7,oil_container
2347,OP05-R07-Pizza-57048-57988,OP05-R07-Pizza,57048,57988,2,oil_container
2348,OP05-R07-Pizza-58543-61973,OP05-R07-Pizza,58543,61973,9,"oil,oil_container,pan"
2349,OP05-R07-Pizza-61973-64553,OP05-R07-Pizza,61973,64553,0,stove
2350,OP05-R07-Pizza-64858-66988,OP05-R07-Pizza,64858,66988,6,unknown_container
2351,OP05-R07-Pizza-67608-68888,OP05-R07-Pizza,67608,68888,5,oil_container
2352,OP05-R07-Pizza-70393-71763,OP05-R07-Pizza,70393,71763,2,fridge
2353,OP05-R07-Pizza-71763-72838,OP05-R07-Pizza,71763,72838,3,sausage_container
2354,OP05-R07-Pizza-73058-77278,OP05-R07-Pizza,73058,77278,2,sausage_container
2355,OP05-R07-Pizza-77410-79020,OP05-R07-Pizza,77410,79020,3,sausage
2356,OP05-R07-Pizza-79250-80700,OP05-R07-Pizza,79250,80700,6,sausage_container
2357,OP05-R07-Pizza-80710-81350,OP05-R07-Pizza,80710,81350,6,fridge
2358,OP05-R07-Pizza-81565-82905,OP05-R07-Pizza,81565,82905,6,fridge
2359,OP05-R07-Pizza-85060-86080,OP05-R07-Pizza,85060,86080,3,eating_utensil
2360,OP05-R07-Pizza-88440-106050,OP05-R07-Pizza,88440,106050,4,sausage
2361,OP05-R07-Pizza-89980-90710,OP05-R07-Pizza,89980,90710,4,sausage
2362,OP05-R07-Pizza-105970-107080,OP05-R07-Pizza,105970,107080,5,sausage
2363,OP05-R07-Pizza-113285-116235,OP05-R07-Pizza,113285,116235,4,bell_pepper
2364,OP05-R07-Pizza-121270-131180,OP05-R07-Pizza,121270,131180,4,bell_pepper
